"DistrictID","DistrictName","DistrictClassification","SchoolYear","TeacherSalary","TeacherFTE","RecapturePaid"
184901,"POOLVILLE ISD","NON-METROPOLITAN FAST GROWING","1993-94",470884,20.6482,0
184902,"SPRINGTOWN ISD","NON-METROPOLITAN STABLE","1993-94",4730773,174.39,0
184903,"WEATHERFORD ISD","INDEPENDENT TOWN","1993-94",9785389,338.5729,0
184904,"MILLSAP ISD","RURAL","1993-94",1249260,46.5333,0
184907,"ALEDO ISD","NON-METROPOLITAN STABLE","1993-94",3325379,121.0905,0
184908,"PEASTER ISD","NON-METROPOLITAN FAST GROWING","1993-94",1025669,42.7517,0
184909,"BROCK ISD","NON-METROPOLITAN FAST GROWING","1993-94",854587,34.5524,0
184911,"GARNER ISD","RURAL","1993-94",338933,11.8697,0
185901,"BOVINA ISD","RURAL","1993-94",980215,38.3312,0
185902,"FARWELL ISD","RURAL","1993-94",1105793,44.5567,0
185903,"FRIONA ISD","NON-METROPOLITAN STABLE","1993-94",2357751,89.2915,0
185904,"LAZBUDDIE ISD","RURAL","1993-94",609953,24.0832,0
186901,"BUENA VISTA ISD","RURAL","1993-94",562279,21.1742,0
186902,"FORT STOCKTON ISD","NON-METROPOLITAN STABLE","1993-94",5595046,196.6339,0
186903,"IRAAN-SHEFFIELD ISD","RURAL","1993-94",1917898,53.6356,0
187901,"BIG SANDY ISD","RURAL","1993-94",697529,27.1318,0
187903,"GOODRICH ISD","RURAL","1993-94",547844,25.0011,0
187904,"CORRIGAN-CAMDEN ISD","NON-METROPOLITAN STABLE","1993-94",2198145,87.4152,0
187906,"LEGGETT ISD","RURAL","1993-94",482959,19.8297,0
187907,"LIVINGSTON ISD","INDEPENDENT TOWN","1993-94",5655796,205.274,0
187910,"ONALASKA ISD","NON-METROPOLITAN FAST GROWING","1993-94",769934,31.0176,0
188901,"AMARILLO ISD","INDEPENDENT TOWN","1993-94",48251094,1737.5597,0
188902,"RIVER ROAD ISD","NON-METROPOLITAN STABLE","1993-94",2094738,80.9056,0
188903,"HIGHLAND PARK ISD","RURAL","1993-94",1585909,54.6431,5125720
188904,"BUSHLAND ISD","RURAL","1993-94",707200,26.0904,0
189901,"MARFA ISD","RURAL","1993-94",1206427,42.6393,0
189902,"PRESIDIO ISD","NON-METROPOLITAN FAST GROWING","1993-94",1997916,77.0866,0
190903,"RAINS ISD","NON-METROPOLITAN STABLE","1993-94",2278000,83.0859,0
191901,"CANYON ISD","INDEPENDENT TOWN","1993-94",9948694,364.8842,0
192901,"REAGAN COUNTY ISD","NON-METROPOLITAN STABLE","1993-94",2571345,85.3483,0
193902,"LEAKEY ISD","RURAL","1993-94",562625,21.7825,0
194902,"AVERY ISD","RURAL","1993-94",659607,25.8306,0
194903,"RIVERCREST ISD","RURAL","1993-94",1382533,49.9334,0
194904,"CLARKSVILLE ISD","NON-METROPOLITAN STABLE","1993-94",2824882,108.7075,0
194905,"DETROIT ISD","RURAL","1993-94",872123,35.1533,0
195901,"PECOS-BARSTOW-TOYAH ISD","NON-METROPOLITAN STABLE","1993-94",6102884,216.5358,0
195902,"BALMORHEA ISD","RURAL","1993-94",519784,19.2036,0
196901,"AUSTWELL-TIVOLI ISD","RURAL","1993-94",662297,19.5497,787902
196902,"WOODSBORO ISD","RURAL","1993-94",1225350,45.999,0
196903,"REFUGIO ISD","NON-METROPOLITAN STABLE","1993-94",1984298,66.3401,0
197902,"MIAMI ISD","RURAL","1993-94",706850,21.3775,0
198901,"BREMOND ISD","RURAL","1993-94",825799,30.8069,0
198902,"CALVERT ISD","RURAL","1993-94",841090,30.4405,0
198903,"FRANKLIN ISD","RURAL","1993-94",1710350,58.0708,0
198905,"HEARNE ISD","NON-METROPOLITAN STABLE","1993-94",2859271,113.8852,0
198906,"MUMFORD ISD","RURAL","1993-94",135084,6.5001,0
199901,"ROCKWALL ISD","INDEPENDENT TOWN","1993-94",7761065,285.4096,0
199902,"ROYSE CITY ISD","NON-METROPOLITAN FAST GROWING","1993-94",2562816,96.264,0
200901,"BALLINGER ISD","NON-METROPOLITAN STABLE","1993-94",2028735,79.2779,0
200902,"MILES ISD","RURAL","1993-94",920634,36.2732,0
200904,"WINTERS ISD","NON-METROPOLITAN STABLE","1993-94",1711230,65.5716,0
200906,"OLFEN ISD","RURAL","1993-94",181054,9.1189,0
201902,"HENDERSON ISD","INDEPENDENT TOWN","1993-94",6754677,241.44,0
201903,"LANEVILLE ISD","RURAL","1993-94",831646,31.9137,0
201904,"LEVERETTS CHAPEL ISD","RURAL","1993-94",422705,17.9997,0
201907,"MOUNT ENTERPRISE ISD","RURAL","1993-94",758069,28.0023,0
201908,"OVERTON ISD","RURAL","1993-94",948271,34.4528,0
201910,"TATUM ISD","NON-METROPOLITAN STABLE","1993-94",2450463,84.5498,0
201913,"CARLISLE ISD","RURAL","1993-94",856165,32.2366,0
201914,"WEST RUSK COUNTY CONSOLIDATED ISD","NON-METROPOLITAN STABLE","1993-94",2413837,88.3796,0
202903,"HEMPHILL ISD","NON-METROPOLITAN STABLE","1993-94",1720716,65.781,0
202905,"WEST SABINE ISD","RURAL","1993-94",1109238,41.2182,0
203901,"SAN AUGUSTINE ISD","NON-METROPOLITAN STABLE","1993-94",2304198,88.7015,0
203902,"BROADDUS ISD","RURAL","1993-94",761133,31.8497,0
204901,"COLDSPRING-OAKHURST CISD","NON-METROPOLITAN STABLE","1993-94",2883379,113.7276,0
204904,"SHEPHERD ISD","NON-METROPOLITAN STABLE","1993-94",2923493,105.8497,0
205901,"ARANSAS PASS ISD","NON-METROPOLITAN STABLE","1993-94",3496100,129.5643,0
205902,"GREGORY-PORTLAND ISD","INDEPENDENT TOWN","1993-94",6781331,237.561,0
205903,"INGLESIDE ISD","NON-METROPOLITAN STABLE","1993-94",3365718,109.424,0
205904,"MATHIS ISD","NON-METROPOLITAN STABLE","1993-94",3539243,137.36,0
205905,"ODEM-EDROY ISD","NON-METROPOLITAN STABLE","1993-94",2215099,82.0012,0
205906,"SINTON ISD","NON-METROPOLITAN STABLE","1993-94",4224925,155.4568,0
205907,"TAFT ISD","NON-METROPOLITAN STABLE","1993-94",3060638,115.5746,0
206901,"SAN SABA ISD","RURAL","1993-94",1738883,66.0785,0
206902,"RICHLAND SPRINGS ISD","RURAL","1993-94",398809,15.9582,0
206903,"CHEROKEE ISD","RURAL","1993-94",428666,16.9993,0
207901,"SCHLEICHER ISD","RURAL","1993-94",1746192,59.2257,0
208901,"HERMLEIGH ISD","RURAL","1993-94",449046,17.9998,0
208902,"SNYDER ISD","NON-METROPOLITAN STABLE","1993-94",6584533,227.2495,0
208903,"IRA ISD","RURAL","1993-94",506857,19.3353,0
209901,"ALBANY ISD","RURAL","1993-94",1139361,40.8041,0
209902,"MORAN ISD","RURAL","1993-94",291962,12.9651,0
210901,"CENTER ISD","NON-METROPOLITAN STABLE","1993-94",3972821,161.1005,0
210902,"JOAQUIN ISD","RURAL","1993-94",1242527,50.1332,0
210903,"SHELBYVILLE ISD","RURAL","1993-94",1315831,53.8032,0
210904,"TENAHA ISD","RURAL","1993-94",888288,37.184,0
210905,"TIMPSON ISD","RURAL","1993-94",1326164,51.6767,0
210906,"EXCELSIOR ISD","RURAL","1993-94",194819,7.9993,0
211901,"TEXHOMA ISD","RURAL","1993-94",174782,5.8751,0
211902,"STRATFORD ISD","RURAL","1993-94",1212271,42.1501,0
212901,"ARP ISD","RURAL","1993-94",1430695,54.9257,0
212902,"BULLARD ISD","OTHER CENTRAL CITY SUBURBAN","1993-94",1790084,68.7349,0
212903,"LINDALE ISD","OTHER CENTRAL CITY SUBURBAN","1993-94",3717016,141.9198,0
212904,"TROUP ISD","NON-METROPOLITAN STABLE","1993-94",1487491,58.5673,0
212905,"TYLER ISD","OTHER CENTRAL CITY","1993-94",28306234,1011.593,0
212906,"WHITEHOUSE ISD","OTHER CENTRAL CITY SUBURBAN","1993-94",5571869,213.6415,0
212909,"CHAPEL HILL ISD","OTHER CENTRAL CITY SUBURBAN","1993-94",5247403,198.1169,0
212910,"WINONA ISD","OTHER CENTRAL CITY SUBURBAN","1993-94",1517741,55.7937,0
213901,"GLEN ROSE ISD","NON-METROPOLITAN STABLE","1993-94",3402386,108.8853,0
214901,"RIO GRANDE CITY CISD","OTHER CENTRAL CITY SUBURBAN","1993-94",13720720,465.6344,0
214902,"SAN ISIDRO ISD","RURAL","1993-94",862865,28.4558,0
214903,"ROMA ISD","INDEPENDENT TOWN","1993-94",9140464,326.7566,0
215901,"BRECKENRIDGE ISD","NON-METROPOLITAN STABLE","1993-94",3010895,108.9463,0
216901,"STERLING CITY ISD","RURAL","1993-94",1007847,33.2364,0
217901,"ASPERMONT ISD","RURAL","1993-94",1004687,36.8769,0
218901,"SONORA ISD","NON-METROPOLITAN STABLE","1993-94",2154311,73.1529,0
219901,"HAPPY ISD","RURAL","1993-94",485230,18.9036,0
219903,"TULIA ISD","NON-METROPOLITAN STABLE","1993-94",2740367,101.764,0
219905,"KRESS ISD","RURAL","1993-94",832021,33.2992,0
220901,"ARLINGTON ISD","MAJOR SUBURBAN","1993-94",78404309,2740.9491,0
220902,"BIRDVILLE ISD","MAJOR SUBURBAN","1993-94",34694171,1174.376,0
220904,"EVERMAN ISD","MAJOR SUBURBAN","1993-94",5361112,193.1479,0
220905,"FORT WORTH ISD","MAJOR URBAN","1993-94",120812310,4020.1465,0
220906,"GRAPEVINE-COLLEYVILLE ISD","MAJOR SUBURBAN","1993-94",19090907,645.9516,0
220907,"KELLER ISD","MAJOR SUBURBAN","1993-94",15845574,541.1805,0
220908,"MANSFIELD ISD","MAJOR SUBURBAN","1993-94",15641821,566.3889,0
220909,"MASONIC HOME ISD","RURAL","1993-94",425991,14.8816,0
220910,"LAKE WORTH ISD","NON-METROPOLITAN STABLE","1993-94",2715489,104.5446,0
220912,"CROWLEY ISD","MAJOR SUBURBAN","1993-94",11397198,398.0972,0
220914,"KENNEDALE ISD","NON-METROPOLITAN FAST GROWING","1993-94",3406288,127.7227,0
220915,"AZLE ISD","MAJOR SUBURBAN","1993-94",8621529,302.6328,0
220916,"HURST-EULESS-BEDFORD ISD","MAJOR SUBURBAN","1993-94",32643567,1081.7245,0
220917,"CASTLEBERRY ISD","MAJOR SUBURBAN","1993-94",5032646,183.6378,0
220918,"EAGLE MT-SAGINAW ISD","MAJOR SUBURBAN","1993-94",7887639,275.8998,0
220919,"CARROLL ISD","NON-METROPOLITAN FAST GROWING","1993-94",5128648,181.2915,0
220920,"WHITE SETTLEMENT ISD","MAJOR SUBURBAN","1993-94",6455473,235.7705,0
221901,"ABILENE ISD","OTHER CENTRAL CITY","1993-94",39564627,1435.3558,0
221904,"MERKEL ISD","OTHER CENTRAL CITY SUBURBAN","1993-94",2562933,99.7166,0
221905,"TRENT ISD","RURAL","1993-94",432791,16.0687,0
221911,"JIM NED CISD","NON-METROPOLITAN STABLE","1993-94",1649873,61.3804,0
221912,"WYLIE ISD","OTHER CENTRAL CITY SUBURBAN","1993-94",3538808,134.7456,0
222901,"TERRELL COUNTY ISD","RURAL","1993-94",771664,25.6669,0
223901,"BROWNFIELD ISD","NON-METROPOLITAN STABLE","1993-94",4802431,175.7948,0
223902,"MEADOW ISD","RURAL","1993-94",605993,25.6406,0
223903,"UNION ISD","RURAL","1993-94",362456,13.1501,0
223904,"WELLMAN-UNION CISD","RURAL","1993-94",570178,20.3267,0
224901,"THROCKMORTON ISD","RURAL","1993-94",568851,20.9657,0
224902,"WOODSON ISD","RURAL","1993-94",357973,14.3812,0
225902,"MOUNT PLEASANT ISD","NON-METROPOLITAN STABLE","1993-94",7401969,276.9719,0
225905,"WINFIELD ISD","RURAL","1993-94",248010,9.4042,0
225906,"CHAPEL HILL ISD","NON-METROPOLITAN FAST GROWING","1993-94",592306,24.4214,0
225907,"HARTS BLUFF ISD","RURAL","1993-94",623532,24.0031,0
226901,"CHRISTOVAL ISD","RURAL","1993-94",612896,23.1582,0
226903,"SAN ANGELO ISD","INDEPENDENT TOWN","1993-94",29923794,1033.2293,0
226905,"WATER VALLEY ISD","RURAL","1993-94",768064,31.3497,0
226906,"WALL ISD","RURAL","1993-94",2018202,82.8718,0
226907,"GRAPE CREEK ISD","RURAL","1993-94",1037351,40.284,0
226908,"VERIBEST ISD","RURAL","1993-94",358071,12.9997,0
227901,"AUSTIN ISD","MAJOR URBAN","1993-94",128058448,4443.566,0
227904,"PFLUGERVILLE ISD","MAJOR SUBURBAN","1993-94",14306405,489.3454,0
227907,"MANOR ISD","NON-METROPOLITAN FAST GROWING","1993-94",3329535,125.1759,0
227909,"EANES ISD","MAJOR SUBURBAN","1993-94",13354846,463.1893,0
227910,"DEL VALLE ISD","MAJOR SUBURBAN","1993-94",8794044,327.231,0
227912,"LAGO VISTA ISD","NON-METROPOLITAN FAST GROWING","1993-94",1243273,44.3379,0
227913,"LAKE TRAVIS ISD","MAJOR SUBURBAN","1993-94",4176533,159.4623,744594
228901,"GROVETON ISD","RURAL","1993-94",1463160,55.8455,0
228903,"TRINITY ISD","NON-METROPOLITAN STABLE","1993-94",2353155,87.6895,0
228904,"CENTERVILLE ISD","RURAL","1993-94",409563,18.6006,0
228905,"APPLE SPRINGS ISD","RURAL","1993-94",506360,21.3566,0
229901,"COLMESNEIL ISD","RURAL","1993-94",736782,32.7631,0
229903,"WOODVILLE ISD","NON-METROPOLITAN STABLE","1993-94",3102382,118.0393,0
229904,"WARREN ISD","NON-METROPOLITAN STABLE","1993-94",1915600,72.8198,0
229905,"SPURGER ISD","RURAL","1993-94",817576,33.5857,0
229906,"CHESTER ISD","RURAL","1993-94",575058,22.3699,0
230901,"BIG SANDY ISD","RURAL","1993-94",1331991,53.8361,0
230902,"GILMER ISD","INDEPENDENT TOWN","1993-94",4089975,148.342,0
230903,"ORE CITY ISD","NON-METROPOLITAN STABLE","1993-94",1634746,63.5241,0
230904,"UNION HILL ISD","RURAL","1993-94",706455,29.0021,0
230905,"HARMONY ISD","RURAL","1993-94",1401347,54.7106,0
230906,"NEW DIANA ISD","RURAL","1993-94",1374463,52.4332,0
230908,"UNION GROVE ISD","RURAL","1993-94",1194249,47.9991,0
231901,"MCCAMEY ISD","RURAL","1993-94",1490209,55.2188,0
231902,"RANKIN ISD","RURAL","1993-94",1124400,36.1754,742193
232901,"KNIPPA ISD","RURAL","1993-94",495154,17.9843,0
232902,"SABINAL ISD","RURAL","1993-94",1139432,43.9956,0
232903,"UVALDE CISD","NON-METROPOLITAN STABLE","1993-94",9230011,337.2746,0
232904,"UTOPIA ISD","RURAL","1993-94",366312,16.4291,0
233901,"SAN FELIPE-DEL RIO CISD","INDEPENDENT TOWN","1993-94",18171880,604.4586,0
233903,"COMSTOCK ISD","RURAL","1993-94",374557,14.3303,0
234902,"CANTON ISD","NON-METROPOLITAN STABLE","1993-94",2691548,96.6692,0
234903,"EDGEWOOD ISD","RURAL","1993-94",1334363,52.933,0
234904,"GRAND SALINE ISD","NON-METROPOLITAN STABLE","1993-94",1725414,66.4449,0
234905,"MARTINS MILL ISD","NON-METROPOLITAN FAST GROWING","1993-94",636769,27.299,0
234906,"VAN ISD","INDEPENDENT TOWN","1993-94",2718410,100.9331,0
234907,"WILLS POINT ISD","INDEPENDENT TOWN","1993-94",3653924,137.6092,0
234909,"FRUITVALE ISD","RURAL","1993-94",525543,23.9795,0
235901,"BLOOMINGTON ISD","NON-METROPOLITAN STABLE","1993-94",2103641,79.105,0
235902,"VICTORIA ISD","INDEPENDENT TOWN","1993-94",26050021,908.1348,0
235903,"MCFADDIN ISD","RURAL","1993-94",66795,2.6072,0
235904,"NURSERY ISD","RURAL","1993-94",187851,7.2685,0
236901,"NEW WAVERLY ISD","NON-METROPOLITAN STABLE","1993-94",1780925,64.2526,0
236902,"HUNTSVILLE ISD","INDEPENDENT TOWN","1993-94",10971227,408.2544,0
237902,"HEMPSTEAD ISD","NON-METROPOLITAN STABLE","1993-94",2225852,85.6289,0
237904,"WALLER ISD","NON-METROPOLITAN STABLE","1993-94",5115679,191.5808,0
237905,"ROYAL ISD","NON-METROPOLITAN STABLE","1993-94",2424766,92.182,0
238902,"MONAHANS-WICKETT-PYOTE ISD","NON-METROPOLITAN STABLE","1993-94",4848413,162.2458,0
238904,"GRANDFALLS-ROYALTY ISD","RURAL","1993-94",532495,21.0409,0
239901,"BRENHAM ISD","INDEPENDENT TOWN","1993-94",7866352,286.4279,0
239903,"BURTON ISD","RURAL","1993-94",898297,35.0228,0
240901,"LAREDO ISD","OTHER CENTRAL CITY","1993-94",41083472,1364.0749,0
240902,"MIRANDO CITY ISD","RURAL","1993-94",449026,16.85,0
240903,"UNITED ISD","OTHER CENTRAL CITY SUBURBAN","1993-94",27220451,986.216,0
240904,"WEBB CISD","NON-METROPOLITAN FAST GROWING","1993-94",1050752,33.3741,2633783
241901,"BOLING ISD","NON-METROPOLITAN STABLE","1993-94",1585616,57.6268,0
241902,"EAST BERNARD ISD","NON-METROPOLITAN STABLE","1993-94",1663694,56.1708,0
241903,"EL CAMPO ISD","INDEPENDENT TOWN","1993-94",6427883,230.2801,0
241904,"WHARTON ISD","INDEPENDENT TOWN","1993-94",5213661,186.3441,0
241906,"LOUISE ISD","RURAL","1993-94",864068,34.0486,0
242902,"SHAMROCK ISD","RURAL","1993-94",1080087,41.1352,0
242903,"WHEELER ISD","RURAL","1993-94",961001,36.1823,0
242904,"ALLISON ISD","RURAL","1993-94",335985,13.3702,0
242905,"KELTON ISD","RURAL","1993-94",290277,11.0007,143217
242906,"FORT ELLIOTT CISD","RURAL","1993-94",436384,16.1266,1035472
243901,"BURKBURNETT ISD","OTHER CENTRAL CITY SUBURBAN","1993-94",5907023,223.9607,0
243902,"ELECTRA ISD","RURAL","1993-94",1342394,53.2828,0
243903,"IOWA PARK CISD","OTHER CENTRAL CITY SUBURBAN","1993-94",3237346,116.619,0
243905,"WICHITA FALLS ISD","OTHER CENTRAL CITY","1993-94",28243095,1006.808,0
243906,"CITY VIEW ISD","RURAL","1993-94",1157726,45.9993,0
244901,"HARROLD ISD","RURAL","1993-94",335691,13.063,0
244903,"VERNON ISD","NON-METROPOLITAN STABLE","1993-94",4803955,177.6661,0
244905,"NORTHSIDE ISD","RURAL","1993-94",320549,12.2101,0
245901,"LASARA ISD","RURAL","1993-94",586732,20.4202,0
245902,"LYFORD CISD","NON-METROPOLITAN STABLE","1993-94",3066655,104.6668,0
245903,"RAYMONDVILLE ISD","OTHER CENTRAL CITY SUBURBAN","1993-94",5469402,185.2869,0
245904,"SAN PERLITA ISD","RURAL","1993-94",469692,15.3026,0
246902,"FLORENCE ISD","RURAL","1993-94",1219277,49.411,0
246904,"GEORGETOWN ISD","OTHER CENTRAL CITY","1993-94",11412179,397.9597,0
246905,"GRANGER ISD","RURAL","1993-94",730312,29.8311,0
246906,"HUTTO ISD","NON-METROPOLITAN FAST GROWING","1993-94",1308413,50.9988,0
246907,"JARRELL ISD","NON-METROPOLITAN FAST GROWING","1993-94",872876,34.904,0
246908,"LIBERTY HILL ISD","OTHER CENTRAL CITY SUBURBAN","1993-94",2175194,77.4923,0
246909,"ROUND ROCK ISD","MAJOR SUBURBAN","1993-94",43182348,1495.7762,0
246911,"TAYLOR ISD","OTHER CENTRAL CITY SUBURBAN","1993-94",4636602,166.7203,0
246912,"THRALL ISD","RURAL","1993-94",976283,34.7988,0
246913,"LEANDER ISD","MAJOR SUBURBAN","1993-94",12063391,428.3543,0
246914,"COUPLAND ISD","RURAL","1993-94",237706,9.4997,0
247901,"FLORESVILLE ISD","NON-METROPOLITAN STABLE","1993-94",4817753,176.1092,0
247903,"LA VERNIA ISD","NON-METROPOLITAN FAST GROWING","1993-94",2588165,94.5678,0
247904,"POTH ISD","RURAL","1993-94",1225150,47.0584,0
247906,"STOCKDALE ISD","RURAL","1993-94",1318275,48.5999,0
248901,"KERMIT ISD","NON-METROPOLITAN STABLE","1993-94",3196192,114.6875,0
248902,"WINK-LOVING ISD","RURAL","1993-94",1302200,39.4532,1112700
249901,"ALVORD ISD","RURAL","1993-94",887982,33.1426,0
249902,"BOYD ISD","NON-METROPOLITAN STABLE","1993-94",2104347,81.0145,0
249903,"BRIDGEPORT ISD","INDEPENDENT TOWN","1993-94",2809215,105.2128,0
249904,"CHICO ISD","RURAL","1993-94",1143315,41.8357,0
249905,"DECATUR ISD","INDEPENDENT TOWN","1993-94",3456421,127.3633,0
249906,"PARADISE ISD","RURAL","1993-94",1071812,43.8793,0
249908,"SLIDELL ISD","RURAL","1993-94",470788,18.3563,0
250902,"HAWKINS ISD","NON-METROPOLITAN STABLE","1993-94",1729340,58.8393,0
250903,"MINEOLA ISD","INDEPENDENT TOWN","1993-94",2756901,105.6805,0
250904,"QUITMAN ISD","NON-METROPOLITAN STABLE","1993-94",2142342,76.6419,0
250905,"YANTIS ISD","NON-METROPOLITAN FAST GROWING","1993-94",693007,27.8828,0
250906,"ALBA-GOLDEN ISD","RURAL","1993-94",1059539,42.3018,0
250907,"WINNSBORO ISD","INDEPENDENT TOWN","1993-94",2295456,85.2747,0
251901,"DENVER CITY ISD","NON-METROPOLITAN STABLE","1993-94",4598080,139.4419,14841049
251902,"PLAINS ISD","RURAL","1993-94",1454742,44.5232,0
252901,"GRAHAM ISD","NON-METROPOLITAN STABLE","1993-94",4388413,158.3157,0
252902,"NEWCASTLE ISD","RURAL","1993-94",422842,16.1067,0
252903,"OLNEY ISD","NON-METROPOLITAN STABLE","1993-94",1767113,67.4927,0
253901,"ZAPATA COUNTY ISD","NON-METROPOLITAN STABLE","1993-94",4685137,163.9021,0
254901,"CRYSTAL CITY ISD","NON-METROPOLITAN STABLE","1993-94",3731399,147.7887,0
254902,"LA PRYOR ISD","RURAL","1993-94",1176558,47.6224,0
1902,"CAYUGA ISD","RURAL","1994-95",1523891,54.0011,0
1903,"ELKHART ISD","NON-METROPOLITAN FAST GROWING","1994-95",2022013,76.7927,0
1904,"FRANKSTON ISD","RURAL","1994-95",1646291,58.497,0
1906,"NECHES ISD","NON-METROPOLITAN FAST GROWING","1994-95",669368,27.2711,0
1907,"PALESTINE ISD","INDEPENDENT TOWN","1994-95",7306943,271.9497,0
1908,"WESTWOOD ISD","NON-METROPOLITAN STABLE","1994-95",3105063,114.5571,0
1909,"SLOCUM ISD","RURAL","1994-95",645714,23.9829,0
2901,"ANDREWS ISD","NON-METROPOLITAN STABLE","1994-95",7796422,246.6689,7984023
3902,"HUDSON ISD","NON-METROPOLITAN FAST GROWING","1994-95",3492864,133.8698,0
3903,"LUFKIN ISD","INDEPENDENT TOWN","1994-95",14394131,515.2264,0
3904,"HUNTINGTON ISD","NON-METROPOLITAN STABLE","1994-95",2758682,103.364,0
3905,"DIBOLL ISD","NON-METROPOLITAN STABLE","1994-95",3652474,136.5287,0
3906,"ZAVALLA ISD","RURAL","1994-95",684458,27.8358,0
3907,"CENTRAL ISD","NON-METROPOLITAN STABLE","1994-95",2449961,91.1805,0
4901,"ARANSAS COUNTY ISD","NON-METROPOLITAN STABLE","1994-95",5867947,216.8298,0
5901,"ARCHER CITY ISD","RURAL","1994-95",1276519,47.4573,0
5902,"HOLLIDAY ISD","OTHER CENTRAL CITY SUBURBAN","1994-95",1569203,58.0028,0
5903,"MEGARGEL ISD","RURAL","1994-95",204185,9.5002,0
5904,"WINDTHORST ISD","RURAL","1994-95",746824,29.1018,0
6902,"CLAUDE ISD","RURAL","1994-95",933465,35.3062,0
7901,"CHARLOTTE ISD","RURAL","1994-95",1129488,40.741,0
7902,"JOURDANTON ISD","NON-METROPOLITAN STABLE","1994-95",2469194,86.5658,0
7904,"LYTLE ISD","NON-METROPOLITAN STABLE","1994-95",2165277,79.8493,0
7905,"PLEASANTON ISD","INDEPENDENT TOWN","1994-95",6343603,236.5833,0
7906,"POTEET ISD","NON-METROPOLITAN STABLE","1994-95",2679853,97.4671,0
8901,"BELLVILLE ISD","NON-METROPOLITAN FAST GROWING","1994-95",3600134,125.5064,0
8902,"SEALY ISD","NON-METROPOLITAN STABLE","1994-95",4056383,128.6926,0
8903,"BRAZOS ISD","NON-METROPOLITAN STABLE","1994-95",2153465,72.3048,0
9901,"MULESHOE ISD","NON-METROPOLITAN STABLE","1994-95",2979158,116.3645,0
9903,"SUDAN ISD","RURAL","1994-95",344308,16.118,0
10901,"MEDINA ISD","RURAL","1994-95",797505,29.0221,0
10902,"BANDERA ISD","NON-METROPOLITAN FAST GROWING","1994-95",3200797,122.0954,0
11901,"BASTROP ISD","INDEPENDENT TOWN","1994-95",9308389,355.1522,0
11902,"ELGIN ISD","NON-METROPOLITAN STABLE","1994-95",4746743,175.8478,0
11904,"SMITHVILLE ISD","NON-METROPOLITAN STABLE","1994-95",3095305,115.8795,0
11905,"MCDADE ISD","RURAL","1994-95",232177,9,0
12901,"SEYMOUR ISD","RURAL","1994-95",1677323,62.3151,0
13901,"BEEVILLE ISD","INDEPENDENT TOWN","1994-95",7182817,265.004,0
13902,"PAWNEE ISD","RURAL","1994-95",323559,12.397,0
13903,"PETTUS ISD","RURAL","1994-95",1034979,37.1217,0
13905,"SKIDMORE-TYNAN ISD","RURAL","1994-95",1437273,55.8131,0
14901,"ACADEMY ISD","NON-METROPOLITAN FAST GROWING","1994-95",1733061,66.9952,0
14902,"BARTLETT ISD","NON-METROPOLITAN FAST GROWING","1994-95",1007236,36.4884,0
14903,"BELTON ISD","OTHER CENTRAL CITY SUBURBAN","1994-95",10565905,387.9623,0
14905,"HOLLAND ISD","RURAL","1994-95",940950,34.3835,0
14906,"KILLEEN ISD","OTHER CENTRAL CITY","1994-95",45178745,1628.9749,0
14907,"ROGERS ISD","NON-METROPOLITAN STABLE","1994-95",1509208,58.0539,0
14908,"SALADO ISD","NON-METROPOLITAN FAST GROWING","1994-95",1405588,50.0739,0
14909,"TEMPLE ISD","OTHER CENTRAL CITY SUBURBAN","1994-95",17175126,595.5273,0
14910,"TROY ISD","NON-METROPOLITAN STABLE","1994-95",2127493,78.9993,0
15901,"ALAMO HEIGHTS ISD","MAJOR SUBURBAN","1994-95",9807376,278.9533,0
15904,"HARLANDALE ISD","MAJOR SUBURBAN","1994-95",30026208,946.8647,0
15905,"EDGEWOOD ISD","MAJOR SUBURBAN","1994-95",29440119,1012.9905,0
15906,"RANDOLPH FIELD ISD","NON-METROPOLITAN STABLE","1994-95",2813417,85.9997,0
15907,"SAN ANTONIO ISD","MAJOR URBAN","1994-95",128730226,3752.4193,0
15908,"SOUTH SAN ANTONIO ISD","MAJOR SUBURBAN","1994-95",21992597,705.1459,0
15909,"SOMERSET ISD","NON-METROPOLITAN STABLE","1994-95",3652384,127.079,0
15910,"NORTH EAST ISD","MAJOR SUBURBAN","1994-95",84378319,2708.1062,0
15911,"EAST CENTRAL ISD","MAJOR SUBURBAN","1994-95",11021823,388.9067,0
15912,"SOUTHWEST ISD","MAJOR SUBURBAN","1994-95",16097096,564.5001,0
15913,"LACKLAND ISD","NON-METROPOLITAN STABLE","1994-95",2380867,70.0004,0
15914,"FT SAM HOUSTON ISD","NON-METROPOLITAN STABLE","1994-95",3711694,107.5668,0
15915,"NORTHSIDE ISD","MAJOR URBAN","1994-95",106159132,3533.0653,0
15916,"JUDSON ISD","MAJOR SUBURBAN","1994-95",28266392,923.9842,0
15917,"SOUTHSIDE ISD","NON-METROPOLITAN STABLE","1994-95",6976825,235.564,0
16901,"JOHNSON CITY ISD","RURAL","1994-95",1253193,46.2218,0
16902,"BLANCO ISD","NON-METROPOLITAN FAST GROWING","1994-95",1520136,59.9363,0
17901,"BORDEN COUNTY ISD","RURAL","1994-95",649199,20.2243,753206
18901,"CLIFTON ISD","NON-METROPOLITAN FAST GROWING","1994-95",2136858,81.9152,0
18902,"MERIDIAN ISD","RURAL","1994-95",916427,36.5436,0
